       25	2022-01-17 08:28:37	1	255	1	0
       23	2022-01-17 09:50:46	1	255	1	0
       24	2022-01-17 12:04:35	1	255	1	0
       23	2022-01-17 17:44:29	1	255	1	0
       24	2022-01-17 17:54:11	1	255	1	0
       25	2022-01-17 18:06:40	1	255	1	0
       25	2022-01-18 08:15:31	1	255	1	0
        3	2022-01-18 08:19:13	1	255	1	0
       23	2022-01-18 09:53:03	1	255	1	0
       23	2022-01-18 10:00:41	1	255	1	0
       24	2022-01-18 12:00:15	1	255	1	0
        3	2022-01-18 17:54:50	1	255	1	0
       24	2022-01-18 17:54:57	1	255	1	0
       23	2022-01-18 17:55:05	1	255	1	0
       23	2022-01-18 17:55:08	1	255	1	0
       25	2022-01-18 18:39:30	1	255	1	0
        3	2022-01-19 08:15:14	1	255	1	0
       25	2022-01-19 08:24:17	1	255	1	0
       23	2022-01-19 09:48:02	1	255	1	0
       24	2022-01-19 11:55:40	1	255	1	0
       23	2022-01-19 17:53:23	1	255	1	0
        3	2022-01-19 17:53:29	1	255	1	0
       24	2022-01-19 18:12:40	1	255	1	0
       25	2022-01-19 18:13:07	1	255	1	0
        3	2022-01-20 08:16:32	1	255	1	0
       23	2022-01-20 09:35:17	1	255	1	0
       24	2022-01-20 11:54:40	1	255	1	0
       23	2022-01-20 17:49:13	1	255	1	0
       24	2022-01-20 17:50:45	1	255	1	0
        3	2022-01-20 17:50:48	1	255	1	0
       25	2022-01-20 18:22:17	1	255	1	0
       25	2022-01-21 08:16:47	1	255	1	0
        3	2022-01-21 08:19:14	1	255	1	0
       23	2022-01-21 09:53:44	1	255	1	0
       23	2022-01-21 09:53:46	1	255	1	0
       24	2022-01-21 12:01:42	1	255	1	0
        3	2022-01-21 17:55:14	1	255	1	0
       23	2022-01-21 17:55:50	1	255	1	0
       25	2022-01-21 18:16:36	1	255	1	0
       24	2022-01-21 18:16:39	1	255	1	0
        3	2022-01-22 08:13:35	1	255	1	0
       23	2022-01-22 09:51:11	1	255	1	0
       24	2022-01-22 11:49:42	1	255	1	0
        3	2022-01-22 17:49:49	1	255	1	0
       24	2022-01-22 17:50:40	1	255	1	0
       23	2022-01-22 17:51:42	1	255	1	0
        3	2022-01-24 08:23:35	1	255	1	0
       23	2022-01-24 09:53:07	1	255	1	0
       24	2022-01-24 11:54:50	1	255	1	0
        3	2022-01-24 17:49:34	1	255	1	0
       23	2022-01-24 17:52:28	1	255	1	0
       24	2022-01-24 17:53:13	1	255	1	0
        3	2022-01-25 08:23:36	1	255	1	0
       24	2022-01-25 11:55:25	1	255	1	0
       24	2022-01-25 17:55:04	1	255	1	0
        3	2022-01-25 18:07:17	1	255	1	0
        3	2022-01-27 08:10:14	1	255	1	0
       25	2022-01-27 08:17:43	1	255	1	0
       23	2022-01-27 09:53:30	1	255	1	0
       24	2022-01-27 12:11:28	1	255	1	0
       23	2022-01-27 17:53:41	1	255	1	0
       24	2022-01-27 18:02:19	1	255	1	0
        3	2022-01-27 18:04:29	1	255	1	0
       25	2022-01-27 18:47:59	1	255	1	0
       25	2022-01-28 08:15:17	1	255	1	0
        3	2022-01-28 08:16:01	1	255	1	0
       23	2022-01-28 09:59:24	1	255	1	0
       24	2022-01-28 12:01:21	1	255	1	0
       29	2022-01-28 15:52:07	1	255	1	0
       24	2022-01-28 18:03:11	1	255	1	0
        3	2022-01-28 18:03:16	1	255	1	0
       23	2022-01-28 18:03:21	1	255	1	0
       25	2022-01-28 18:53:05	1	255	1	0
       25	2022-01-29 08:28:51	1	255	1	0
        3	2022-01-29 08:43:24	1	255	1	0
       23	2022-01-29 09:44:48	1	255	1	0
       24	2022-01-29 11:48:21	1	255	1	0
       23	2022-01-29 17:52:56	1	255	1	0
       24	2022-01-29 17:56:29	1	255	1	0
        3	2022-01-29 17:57:18	1	255	1	0
       25	2022-01-29 18:37:58	1	255	1	0
        3	2022-01-31 08:08:28	1	255	1	0
       25	2022-01-31 08:30:46	1	255	1	0
       23	2022-01-31 09:54:11	1	255	1	0
       23	2022-01-31 17:48:56	1	255	1	0
       23	2022-01-31 17:48:58	1	255	1	0
        3	2022-01-31 17:55:00	1	255	1	0
       25	2022-01-31 18:44:26	1	255	1	0
       25	2022-02-01 08:09:14	1	255	1	0
        3	2022-02-01 08:16:04	1	255	1	0
       23	2022-02-01 09:53:48	1	255	1	0
       24	2022-02-01 12:00:44	1	255	1	0
       23	2022-02-01 17:48:34	1	255	1	0
       24	2022-02-01 17:51:31	1	255	1	0
       25	2022-02-01 18:00:48	1	255	1	0
        3	2022-02-02 08:17:20	1	255	1	0
       23	2022-02-02 09:52:19	1	255	1	0
       24	2022-02-02 11:58:52	1	255	1	0
       23	2022-02-02 17:52:56	1	255	1	0
        3	2022-02-02 17:54:04	1	255	1	0
       23	2022-02-02 18:00:28	1	255	1	0
       24	2022-02-02 18:01:31	1	255	1	0
       25	2022-02-02 19:32:10	1	255	1	0
        3	2022-02-03 08:13:39	1	255	1	0
       25	2022-02-03 08:25:27	1	255	1	0
       23	2022-02-03 09:59:48	1	255	1	0
       24	2022-02-03 11:52:55	1	255	1	0
       23	2022-02-03 17:45:18	1	255	1	0
        3	2022-02-03 17:46:53	1	255	1	0
       24	2022-02-03 17:47:39	1	255	1	0
       25	2022-02-03 18:11:15	1	255	1	0
       25	2022-02-04 08:07:41	1	255	1	0
       23	2022-02-04 09:54:46	1	255	1	0
       23	2022-02-04 09:54:48	1	255	1	0
       24	2022-02-04 17:55:04	1	255	1	0
       23	2022-02-04 17:57:26	1	255	1	0
       25	2022-02-04 18:16:29	1	255	1	0
        3	2022-02-05 08:14:21	1	255	1	0
       25	2022-02-05 08:27:16	1	255	1	0
       23	2022-02-05 09:54:36	1	255	1	0
       24	2022-02-05 13:35:56	1	255	1	0
       23	2022-02-05 17:54:24	1	255	1	0
       24	2022-02-05 17:54:34	1	255	1	0
       24	2022-02-05 17:55:13	1	255	1	0
        3	2022-02-05 17:56:44	1	255	1	0
        3	2022-02-07 08:20:12	1	255	1	0
       25	2022-02-07 08:46:04	1	255	1	0
       23	2022-02-07 09:53:31	1	255	1	0
       24	2022-02-07 11:54:56	1	255	1	0
       23	2022-02-07 17:48:15	1	255	1	0
        3	2022-02-07 17:54:37	1	255	1	0
       24	2022-02-07 18:07:58	1	255	1	0
       25	2022-02-07 19:45:58	1	255	1	0
        3	2022-02-08 08:05:35	1	255	1	0
       23	2022-02-08 09:55:05	1	255	1	0
       24	2022-02-08 11:48:54	1	255	1	0
        3	2022-02-08 17:45:50	1	255	1	0
       24	2022-02-08 17:47:03	1	255	1	0
       25	2022-02-08 18:11:05	1	255	1	0
        3	2022-02-09 08:19:04	1	255	1	0
       25	2022-02-09 08:26:21	1	255	1	0
       24	2022-02-09 12:02:39	1	255	1	0
        3	2022-02-09 17:50:54	1	255	1	0
       24	2022-02-09 17:52:13	1	255	1	0
       25	2022-02-09 19:00:42	1	255	1	0
        3	2022-02-10 08:15:58	1	255	1	0
       25	2022-02-10 08:19:12	1	255	1	0
       23	2022-02-10 09:52:59	1	255	1	0
       24	2022-02-10 11:56:11	1	255	1	0
        3	2022-02-10 14:55:49	1	255	1	0
